Siderastrea846961	K18663
Siderastrea582154	K05863
Siderastrea446090	K24227
Siderastrea256520	K18443
Siderastrea255853	K08190
Siderastrea100632	K07375
Siderastrea455012	K04512
Siderastrea401009	K17341
Siderastrea449512	K10358
Siderastrea396218	K05658
Siderastrea91472	K05954
Siderastrea451274	K07418
Siderastrea450848	K18741
Siderastrea260152	K22754
Siderastrea77326	K00600
Siderastrea278425	K06252
Siderastrea432331	K23611
Siderastrea102572	K04634
Siderastrea440240	K11304
Siderastrea419018	K04424
Siderastrea440854	K01135
Siderastrea445449	K05330
Siderastrea371461	K19674
Siderastrea5138	K23342
Siderastrea209516	K04141
Siderastrea420245	K23928
Siderastrea451572	K20103
Siderastrea418631	K23489
Siderastrea443763	K13649
Siderastrea426782	K20877
Siderastrea456515	K06254
Siderastrea442331	K13706
Siderastrea449416	K01464
Siderastrea440576	K08132
Siderastrea352782	K04742
Siderastrea428432	K04554
Siderastrea423538	K04316
Siderastrea394164	K24936
Siderastrea174197	K02999
Siderastrea422031	K00934
Siderastrea778042	K16939
Siderastrea529903	K25475
Siderastrea280623	K03061
Siderastrea419726	K19496
Siderastrea195698	K08076
Siderastrea319305	K10408
Siderastrea654508	K09560
Siderastrea431058	K15101
Siderastrea447357	K19716
Siderastrea437974	K24431
Siderastrea426757	K09228
Siderastrea440092	K24675
Siderastrea443008	K00382
Siderastrea764575	K12196
Siderastrea721517	K11835
Siderastrea469324	K09497
Siderastrea438339	K05695
Siderastrea371245	K15261
Siderastrea443428	K04079
Siderastrea449016	K25006
Siderastrea730223	K02893
Siderastrea678374	K03231
Siderastrea889213	K14799
Siderastrea24800	K07497
Siderastrea454242	K10626
Siderastrea403293	K12616
Siderastrea448174	K15255
Siderastrea579696	K25457
Siderastrea273784	K14075
Siderastrea249805	K21392
Siderastrea431292	K13617
Siderastrea440279	K10408
Siderastrea265940	K18592
Siderastrea808120	K17547
Siderastrea303001	K05704
Siderastrea436340	K08202
Siderastrea438348	K02896
Siderastrea423350	K10642
Siderastrea436471	K03234
Siderastrea389984	K12035
Siderastrea443490	K04266
Siderastrea657378	K10849
Siderastrea450946	K22765
Siderastrea360142	K05410
Siderastrea450608	K14544
Siderastrea412169	K10699
Siderastrea439611	K07439
Siderastrea426584	K11827
Siderastrea418247	K13748
Siderastrea446938	K04705
Siderastrea149808	K01587
Siderastrea451038	K23690
Siderastrea433943	K07809
Siderastrea408528	K14616
Siderastrea453251	K24512
Siderastrea437050	K00976
Siderastrea456451	K08881
Siderastrea420363	K17592
Siderastrea185139	K09228
Siderastrea318116	K04362
Siderastrea847189	K02949
Siderastrea451007	K09370
Siderastrea429889	K22790
Siderastrea434257	K03238
Siderastrea432585	K06085
Siderastrea410007	K24464
Siderastrea428639	K24930
Siderastrea435177	K09459
Siderastrea449280	K24425
Siderastrea392055	K04287
Siderastrea590891	K20865
Siderastrea377540	K24469
Siderastrea830085	K14290
Siderastrea434291	K02880
Siderastrea894991	K23621
Siderastrea445888	K25543
Siderastrea107549	K05677
Siderastrea449576	K08656
Siderastrea345188	K15789
Siderastrea431660	K06775
Siderastrea451135	K04417
Siderastrea381428	K04630
Siderastrea281100	K11204
Siderastrea288136	K10085
Siderastrea717270	K04043
Siderastrea402534	K01365
Siderastrea431700	K01081
Siderastrea125845	K01179
Siderastrea415194	K14648
Siderastrea374583	K16857
Siderastrea455866	K12478
Siderastrea402026	K05673
Siderastrea409315	K10642
Siderastrea444932	K22985
Siderastrea656068	K15837
Siderastrea523067	K01052
Siderastrea306323	K25700
Siderastrea453767	K20221
Siderastrea117459	K13912
Siderastrea284160	K12035
Siderastrea436936	K14007
Siderastrea438738	K01057
Siderastrea436957	K12389
Siderastrea412525	K04144
Siderastrea453046	K15837
Siderastrea441277	K14725
Siderastrea453576	K20629
Siderastrea405648	K05236
Siderastrea419534	K02030
Siderastrea320185	K22792
Siderastrea752617	K20029
Siderastrea845628	K12602
Siderastrea428231	K16794
Siderastrea640566	K23847
Siderastrea683498	K15105
Siderastrea442777	K02925
Siderastrea456275	K22615
Siderastrea445352	K20840
Siderastrea188277	K01001
Siderastrea53084	K12403
Siderastrea637816	K00522
Siderastrea453486	K17576
Siderastrea900678	K01587
Siderastrea453612	K25165
Siderastrea414125	K10753
Siderastrea445308	K20217
Siderastrea96747	K08585
Siderastrea45833	K02969
Siderastrea440247	K05399
Siderastrea440540	K03068
Siderastrea445641	K12396
Siderastrea81885	K01520
Siderastrea433988	K12132
Siderastrea434996	K24469
Siderastrea442455	K07126
Siderastrea437449	K01408
Siderastrea440603	K05312
Siderastrea388968	K07874
Siderastrea152479	K19499
Siderastrea325406	K24936
Siderastrea449063	K06238
Siderastrea195622	K10405
Siderastrea259496	K17286
Siderastrea349610	K17341
Siderastrea44813	K11446
Siderastrea438384	K03654
Siderastrea342188	K02937
Siderastrea416138	K25753
Siderastrea453991	K20241
Siderastrea271951	K02599
Siderastrea448796	K14621
Siderastrea457076	K03553
Siderastrea410314	K20794
Siderastrea2526	K02930
Siderastrea370715	K12734
Siderastrea130686	K10752
Siderastrea425755	K13886
Siderastrea404126	K10457
Siderastrea449674	K10380
Siderastrea407873	K03283
Siderastrea206202	K11089
Siderastrea423010	K04266
Siderastrea431827	K17592
Siderastrea854940	K02877
Siderastrea394894	K15167
Siderastrea793258	K17341
Siderastrea229351	K01277
Siderastrea780713	K11131
Siderastrea443257	K07901
Siderastrea135062	K05038
Siderastrea454136	K14996
Siderastrea432275	K24761
Siderastrea428988	K24135
Siderastrea7325	K07374
Siderastrea447806	K15621
Siderastrea450534	K11835
Siderastrea902377	K15839
Siderastrea399251	K03929
Siderastrea455561	K04892
Siderastrea110350	K11861
Siderastrea444107	K19323
Siderastrea449750	K25612
Siderastrea434938	K16782
Siderastrea434543	K15381
Siderastrea451794	K24273
Siderastrea454167	K14388
Siderastrea295697	K12035
Siderastrea916651	K02111
Siderastrea446164	K08334
Siderastrea335719	K12573
Siderastrea443824	K05870
Siderastrea414938	K05236
Siderastrea440137	K23882
Siderastrea446247	K10396
Siderastrea451839	K01869
Siderastrea450093	K00508
Siderastrea431396	K12035
Siderastrea496370	K14402
Siderastrea447680	K19995
Siderastrea446931	K14824
Siderastrea419644	K17566
Siderastrea215269	K17341
Siderastrea807076	K25931
Siderastrea775379	K15014
Siderastrea210605	K02735
Siderastrea437003	K19867
Siderastrea270073	K16857
Siderastrea438470	K01639
Siderastrea406609	K15259
Siderastrea115109	K03231
Siderastrea328703	K00548
Siderastrea425663	K07071
Siderastrea194189	K00182
Siderastrea454912	K06766
Siderastrea400866	K01307
Siderastrea324940	K04392
Siderastrea793204	K17266
Siderastrea75137	K17267
Siderastrea413779	K00544
Siderastrea416287	K13912
Siderastrea402123	K12183
Siderastrea765388	K25471
Siderastrea388295	K17458
Siderastrea426054	K00799
Siderastrea413219	K03654
Siderastrea443646	K09608
Siderastrea405804	K08245
Siderastrea416658	K11446
Siderastrea433748	K03068
Siderastrea454215	K24683
Siderastrea474688	K04950
Siderastrea904073	K05313
Siderastrea455324	K19934
Siderastrea417772	K03332
Siderastrea412212	K03178
Siderastrea5433	K02327
Siderastrea449699	K15044
Siderastrea433653	K14156
Siderastrea813253	K06268
Siderastrea446969	K12035
Siderastrea628442	K10413
Siderastrea174472	K19899
Siderastrea456026	K24642
Siderastrea447142	K17392
Siderastrea441742	K22857
Siderastrea452492	K03267
Siderastrea453617	K22371
Siderastrea639804	K16833
Siderastrea454726	K20795
Siderastrea367613	K11699
Siderastrea456334	K12035
Siderastrea445892	K00774
Siderastrea336803	K09229
Siderastrea451568	K23224
Siderastrea453754	K04267
Siderastrea392161	K01019
Siderastrea452248	K01164
Siderastrea451690	K10884
Siderastrea656689	K09848
Siderastrea446718	K07189
Siderastrea443033	K13783
Siderastrea455284	K00476
Siderastrea411591	K24682
Siderastrea474394	K10413
Siderastrea312120	K00315
Siderastrea437433	K10289
Siderastrea456441	K02259
Siderastrea442578	K09553
Siderastrea622435	K04739
Siderastrea816960	K11643
Siderastrea136666	K13148
Siderastrea450043	K17701
Siderastrea522708	K03251
Siderastrea424067	K18592
Siderastrea305856	K24936
Siderastrea346623	K05643
Siderastrea461462	K22754
Siderastrea446481	K09662
Siderastrea444929	K14852
Siderastrea435045	K12663
Siderastrea451047	K23541
Siderastrea771348	K16944
Siderastrea20315	K01020
Siderastrea456285	K20282
Siderastrea442009	K09382
Siderastrea432014	K05121
Siderastrea884273	K23029
Siderastrea174590	K00135
Siderastrea392449	K04224
Siderastrea307514	K06825
Siderastrea441808	K04858
Siderastrea310149	K01537
Siderastrea418672	K13748
Siderastrea289150	K08076
Siderastrea444074	K25101
Siderastrea3708	K03899
Siderastrea450598	K03103
Siderastrea383165	K11253
Siderastrea328154	K10407
Siderastrea454361	K06754
Siderastrea319043	K03257
Siderastrea823455	K02976
Siderastrea387032	K08790
Siderastrea321389	K12035
Siderastrea436427	K03172
Siderastrea369468	K19527
Siderastrea377421	K08202
Siderastrea431155	K10457
Siderastrea456168	K06813
Siderastrea400891	K06754
Siderastrea68242	K02599
Siderastrea451569	K07364
Siderastrea267111	K16506
Siderastrea446131	K04224
Siderastrea454409	K02433
Siderastrea436043	K09068
Siderastrea534486	K02910
Siderastrea445125	K01301
Siderastrea440815	K10277
Siderastrea451016	K15425
Siderastrea442679	K01298
Siderastrea316249	K12309
Siderastrea436140	K10423
Siderastrea258771	K06530
Siderastrea448286	K02296
Siderastrea71236	K03234
Siderastrea777243	K11981
Siderastrea269644	K10457
Siderastrea108070	K02725
Siderastrea409641	K24399
Siderastrea504717	K17301
Siderastrea402982	K10406
Siderastrea420555	K11275
Siderastrea202142	K02969
Siderastrea453454	K26226
Siderastrea234879	K16669
Siderastrea416999	K25805
Siderastrea386984	K09228
Siderastrea428302	K16224
Siderastrea400061	K04144
Siderastrea160396	K02976
Siderastrea233485	K07937
Siderastrea70006	K03172
Siderastrea441135	K02030
Siderastrea788945	K18584
Siderastrea472465	K03063
Siderastrea743371	K08892
Siderastrea656302	K00933
Siderastrea434205	K24175
Siderastrea133724	K09479
Siderastrea423677	K16474
Siderastrea223942	K17952
Siderastrea418918	K04142
Siderastrea320140	K09228
Siderastrea416019	K25389
Siderastrea151538	K03234
Siderastrea454632	K10642
Siderastrea418819	K01065
Siderastrea327556	K00485
Siderastrea650788	K12402
Siderastrea342557	K10899
Siderastrea412708	K17253
Siderastrea412277	K09584
Siderastrea445428	K09553
Siderastrea408490	K19612
Siderastrea220691	K22614
Siderastrea277847	K03899
Siderastrea440274	K04145
Siderastrea323044	K17592
Siderastrea391097	K07497
Siderastrea436552	K10582
Siderastrea443980	K24652
Siderastrea444995	K12163
Siderastrea299203	K10454
Siderastrea430370	K12597
Siderastrea410436	K22666
Siderastrea445448	K19640
Siderastrea448822	K24970
Siderastrea382051	K02147
Siderastrea420983	K04142
Siderastrea429457	K04150
Siderastrea454262	K03654
Siderastrea235129	K01870
Siderastrea431404	K03036
Siderastrea421475	K08375
Siderastrea452130	K03654
Siderastrea447218	K00665
Siderastrea418761	K24464
Siderastrea451960	K15255
Siderastrea440793	K16676
Siderastrea213297	K01490
Siderastrea445835	K10740
Siderastrea360350	K14434
Siderastrea379382	K01340
Siderastrea443984	K03068
Siderastrea400535	K14456
Siderastrea224638	K07827
Siderastrea443254	K24936
Siderastrea739489	K10408
Siderastrea456647	K23624
Siderastrea891161	K04371
Siderastrea97659	K14683
Siderastrea148681	K13126
Siderastrea442512	K09326
Siderastrea598644	K03262
Siderastrea216770	K06252
Siderastrea361589	K09291
Siderastrea454311	K17776
Siderastrea430763	K23538
Siderastrea183737	K08375
Siderastrea222929	K08076
Siderastrea425762	K17407
Siderastrea497254	K10414
Siderastrea408153	K09328
Siderastrea100310	K17266
Siderastrea455531	K06030
Siderastrea698458	K24464
Siderastrea455630	K04988
Siderastrea32543	K00228
Siderastrea394629	K22078
Siderastrea282868	K00457
Siderastrea436655	K13175
Siderastrea387319	K22754
Siderastrea490931	K24936
Siderastrea354389	K15837
Siderastrea351810	K18592
Siderastrea452988	K09207
Siderastrea835234	K02927
Siderastrea10590	K12827
Siderastrea290482	K08778
Siderastrea453945	K17730
Siderastrea438749	K00968
Siderastrea376825	K05768
Siderastrea447040	K10869
Siderastrea171361	K24936
Siderastrea447438	K24651
Siderastrea678026	K04612
Siderastrea564028	K19028
Siderastrea15080	K07897
Siderastrea453792	K14163
Siderastrea450265	K03254
Siderastrea453678	K14312
Siderastrea442949	K08132
Siderastrea236421	K16857
Siderastrea262602	K17592
Siderastrea423534	K01394
Siderastrea401273	K24469
Siderastrea39569	K00341
Siderastrea434909	K09649
Siderastrea421662	K15614
Siderastrea269600	K10357
Siderastrea307378	K04612
Siderastrea392822	K00232
Siderastrea456445	K23471
Siderastrea449154	K05110
Siderastrea432377	K11978
Siderastrea714898	K15837
Siderastrea567423	K06825
Siderastrea226123	K21774
Siderastrea279566	K07375
Siderastrea371745	K01014
Siderastrea422487	K08266
Siderastrea814485	K16939
Siderastrea394622	K03946
Siderastrea433320	K03211
Siderastrea340111	K01315
Siderastrea417040	K09381
Siderastrea314174	K03173
Siderastrea440618	K09657
Siderastrea710611	K03695
Siderastrea333005	K11253
Siderastrea450336	K12863
Siderastrea455446	K19671
Siderastrea389656	K05667
Siderastrea429419	K07937
Siderastrea433966	K24464
Siderastrea438477	K23588
Siderastrea349547	K11997
Siderastrea200919	K13751
Siderastrea742318	K09228
Siderastrea232036	K02267
Siderastrea427992	K01099
Siderastrea306616	K08807
Siderastrea300904	K13963
Siderastrea448410	K01647
Siderastrea444398	K20168
Siderastrea451577	K18584
Siderastrea412513	K03320
Siderastrea435235	K09848
Siderastrea456529	K01785
Siderastrea352795	K19018
Siderastrea429171	K17341
Siderastrea433613	K04204
Siderastrea34552	K03036
Siderastrea385457	K24464
Siderastrea452661	K15156
Siderastrea456769	K09553
Siderastrea769186	K04988
Siderastrea167265	K11826
Siderastrea670518	K02973
Siderastrea102358	K01206
Siderastrea394477	K18442
Siderastrea382871	K21956
Siderastrea436888	K13701
Siderastrea435907	K15424
Siderastrea739134	K16794
Siderastrea428619	K02030
Siderastrea196676	K15504
Siderastrea442563	K17341
Siderastrea416825	K16353
Siderastrea135816	K04606
Siderastrea425478	K17307
Siderastrea450631	K01619
Siderastrea239962	K14349
Siderastrea386616	K01874
Siderastrea336901	K05205
Siderastrea437430	K13698
Siderastrea450975	K03260
Siderastrea287136	K02599
Siderastrea449885	K20028
Siderastrea129455	K10355
Siderastrea140513	K22470
Siderastrea441926	K00544
Siderastrea385376	K06793
Siderastrea359660	K03174
Siderastrea274833	K01369
Siderastrea90537	K10406
Siderastrea10698	K03173
Siderastrea428421	K07374
Siderastrea391969	K10355
Siderastrea717311	K05850
Siderastrea229531	K12035
Siderastrea409900	K07189
Siderastrea419658	K13347
Siderastrea885819	K01623
Siderastrea392234	K18740
Siderastrea248872	K08961
Siderastrea362368	K01586
Siderastrea422906	K03247
Siderastrea648831	K11997
Siderastrea399152	K24361
Siderastrea327133	K05105
Siderastrea419433	K09317
Siderastrea391256	K24469
Siderastrea393743	K10478
Siderastrea453197	K18423
Siderastrea297557	K05121
Siderastrea2269	K03283
Siderastrea910099	K01322
Siderastrea207321	K14611
Siderastrea434359	K18081
Siderastrea342271	K19613
Siderastrea431967	K11109
Siderastrea441558	K00273
Siderastrea498429	K09214
Siderastrea438227	K06875
Siderastrea453367	K10997
Siderastrea442684	K13103
Siderastrea451088	K13141
Siderastrea453151	K11699
Siderastrea449643	K10165
Siderastrea482791	K01279
Siderastrea291171	K23717
Siderastrea438909	K25866
Siderastrea660692	K14838
Siderastrea442571	K22654
Siderastrea433417	K17341
Siderastrea440877	K15109
Siderastrea369638	K05673
Siderastrea420068	K24835
Siderastrea438303	K03259
Siderastrea444518	K10808
Siderastrea545900	K08803
Siderastrea373198	K12736
Siderastrea422096	K02537
Siderastrea39815	K05673
Siderastrea419363	K21804
Siderastrea419599	K04097
Siderastrea288415	K11254
Siderastrea409042	K00020
Siderastrea370237	K24822
Siderastrea336889	K01132
Siderastrea194702	K12026
Siderastrea415369	K08076
Siderastrea853308	K10408
Siderastrea356115	K24431
Siderastrea432058	K15503
Siderastrea370578	K04610
Siderastrea455295	K24014
Siderastrea425223	K24936
Siderastrea252566	K03320
Siderastrea650809	K03231
Siderastrea443669	K07497
Siderastrea453855	K07931
Siderastrea871800	K00671
Siderastrea439429	K09518
Siderastrea793131	K14290
Siderastrea421904	K00814
Siderastrea443742	K20103
Siderastrea437410	K20409
Siderastrea401937	K05200
Siderastrea443716	K17341
Siderastrea452006	K23081
Siderastrea415737	K02954
Siderastrea434437	K15437
Siderastrea439951	K24835
Siderastrea452772	K02154
Siderastrea451344	K10380
Siderastrea770212	K05692
Siderastrea575690	K20791
Siderastrea334337	K01346
Siderastrea404021	K08638
Siderastrea429484	K19496
Siderastrea211941	K17592
Siderastrea444867	K10461
Siderastrea450275	K08736
Siderastrea39201	K02981
Siderastrea257236	K03172
Siderastrea418010	K05048
Siderastrea439992	K09328
Siderastrea448913	K25475
Siderastrea436656	K25789
Siderastrea190264	K18274
Siderastrea439881	K02981
Siderastrea459753	K06944
Siderastrea446855	K15381
Siderastrea213229	K00809
Siderastrea140166	K06053
Siderastrea446016	K17458
Siderastrea280042	K07342
Siderastrea408887	K08288
Siderastrea404064	K01477
Siderastrea25147	K11726
Siderastrea443027	K00413
Siderastrea441085	K20362
Siderastrea449214	K12233
Siderastrea455494	K06238
Siderastrea451867	K04592
Siderastrea418664	K01080
Siderastrea398941	K10477
Siderastrea433796	K01301
Siderastrea381490	K17692
Siderastrea419937	K06711
Siderastrea159725	K00510
Siderastrea349574	K16197
Siderastrea442691	K04284
Siderastrea432043	K07941
Siderastrea428127	K06795
Siderastrea305453	K03899
Siderastrea440623	K05637
Siderastrea452300	K19656
Siderastrea424066	K11101
Siderastrea301749	K07380
Siderastrea341974	K16681
Siderastrea360327	K12623
Siderastrea453831	K12236
Siderastrea425149	K14766
Siderastrea456257	K07998
Siderastrea334028	K07897
Siderastrea775186	K10413
Siderastrea451556	K09540
Siderastrea862736	K10413
Siderastrea447637	K23696
Siderastrea423730	K18411
Siderastrea894417	K12733
Siderastrea414884	K00738
Siderastrea442659	K05022
Siderastrea416304	K22816
Siderastrea527011	K03942
Siderastrea439879	K00505
Siderastrea713986	K14326
Siderastrea323156	K02873
Siderastrea427770	K01473
Siderastrea326328	K08961
Siderastrea451125	K12667
Siderastrea445011	K14721
Siderastrea122702	K11654
Siderastrea382670	K18334
Siderastrea12164	K06639
Siderastrea220085	K01135
Siderastrea447862	K12838
Siderastrea448781	K09272
Siderastrea368330	K04316
Siderastrea101846	K14071
Siderastrea410426	K13781
Siderastrea451414	K23113
Siderastrea446404	K13728
Siderastrea45113	K01965
Siderastrea447274	K01173
