Siderastrea_08840	K02997
Siderastrea_06306	K16768
Siderastrea_01488	K03654
Siderastrea_02035	K01099
Siderastrea_06536	K12392
Siderastrea_00180	K09049
Siderastrea_06310	K10454
Siderastrea_11350	K16803
Siderastrea_04201	K25700
Siderastrea_11591	K11153
Siderastrea_11198	K11447
Siderastrea_12504	K12164
Siderastrea_04210	K06233
Siderastrea_08846	K10357
Siderastrea_07518	K12380
Siderastrea_00855	K16449
Siderastrea_18473	K12398
Siderastrea_04901	K04202
Siderastrea_18601	K15361
Siderastrea_03829	K04499
Siderastrea_11364	K00264
Siderastrea_17153	K12893
Siderastrea_03504	K05697
Siderastrea_17851	K22390
Siderastrea_11091	K21879
Siderastrea_06560	K00265
Siderastrea_19021	K10408
Siderastrea_04860	K22991
Siderastrea_18855	K05673
Siderastrea_17775	K02995
Siderastrea_06170	K15272
Siderastrea_02530	K14409
Siderastrea_01235	K20644
Siderastrea_09707	K15613
Siderastrea_15280	K18809
Siderastrea_09721	K03312
Siderastrea_16217	K12397
Siderastrea_03993	K09604
Siderastrea_00394	K03654
Siderastrea_17331	K09382
Siderastrea_15239	K05732
Siderastrea_11012	K03555
Siderastrea_07377	K04912
Siderastrea_09015	K14683
Siderastrea_07363	K22078
Siderastrea_11770	K04646
Siderastrea_06781	K13647
Siderastrea_18708	K04982
Siderastrea_13571	K11699
Siderastrea_03665	K05048
Siderastrea_16240	K10369
Siderastrea_17214	K19009
Siderastrea_08503	K14415
Siderastrea_02622	K03648
Siderastrea_04883	K00637
Siderastrea_18136	K11827
Siderastrea_03660	K11488
Siderastrea_13607	K12076
Siderastrea_05207	K12309
Siderastrea_01345	K04240
Siderastrea_16642	K24936
Siderastrea_11947	K08132
Siderastrea_12527	K00717
Siderastrea_03131	K14592
Siderastrea_01599	K08656
Siderastrea_11583	K13577
Siderastrea_16495	K08030
Siderastrea_15531	K08776
Siderastrea_17128	K01952
Siderastrea_16077	K25129
Siderastrea_16319	K14808
Siderastrea_10157	K11324
Siderastrea_11498	K14564
Siderastrea_18830	K25807
Siderastrea_06216	K18663
Siderastrea_12603	K09097
Siderastrea_04367	K10408
Siderastrea_01056	K10779
Siderastrea_09339	K04677
Siderastrea_14602	K04392
Siderastrea_14143	K19672
Siderastrea_06069	K11628
Siderastrea_12543	K06082
Siderastrea_02506	K08892
Siderastrea_16991	K24099
Siderastrea_06724	K02353
Siderastrea_06871	K21072
Siderastrea_09472	K11997
Siderastrea_14352	K12375
Siderastrea_02617	K10479
Siderastrea_04642	K07497
Siderastrea_13774	K19932
Siderastrea_02312	K07497
Siderastrea_09612	K01256
Siderastrea_02463	K03231
Siderastrea_14894	K10609
Siderastrea_16653	K12854
Siderastrea_16320	K03252
Siderastrea_11467	K12309
Siderastrea_10449	K17592
Siderastrea_08237	K10457
Siderastrea_17907	K12231
Siderastrea_02675	K05125
Siderastrea_07853	K10408
Siderastrea_12381	K02883
Siderastrea_16814	K10408
Siderastrea_11766	K19027
Siderastrea_02512	K12585
Siderastrea_18713	K12863
Siderastrea_17831	K04373
Siderastrea_16429	K01301
Siderastrea_15505	K06271
Siderastrea_06569	K09854
Siderastrea_05377	K05127
Siderastrea_12452	K00645
Siderastrea_01327	K19410
Siderastrea_02292	K04892
Siderastrea_16128	K10649
Siderastrea_03364	K04851
Siderastrea_03481	K02729
Siderastrea_16943	K20178
Siderastrea_09299	K09055
Siderastrea_07084	K21343
Siderastrea_03900	K10268
Siderastrea_13151	K22390
Siderastrea_01069	K00864
Siderastrea_13227	K11262
Siderastrea_17497	K23289
Siderastrea_00564	K04676
Siderastrea_01535	K00898
Siderastrea_12908	K25830
Siderastrea_12729	K06094
Siderastrea_14694	K09228
Siderastrea_16751	K10408
Siderastrea_15550	K19683
Siderastrea_12140	K05754
Siderastrea_02575	K00827
Siderastrea_02422	K18643
Siderastrea_03961	K02358
Siderastrea_18559	K05858
Siderastrea_01809	K23563
Siderastrea_03657	K24498
Siderastrea_06962	K10382
Siderastrea_10846	K06699
Siderastrea_02390	K12319
Siderastrea_05462	K03255
Siderastrea_07630	K23425
Siderastrea_07868	K03260
Siderastrea_10957	K23380
Siderastrea_01184	K09503
Siderastrea_12461	K00128
Siderastrea_08890	K00873
Siderastrea_01494	K17086
Siderastrea_07049	K06269
Siderastrea_17713	K05126
Siderastrea_11126	K05236
Siderastrea_01656	K00910
Siderastrea_01219	K04345
Siderastrea_11441	K19195
Siderastrea_16707	K16669
Siderastrea_09998	K13100
Siderastrea_15610	K08009
Siderastrea_05120	K14425
Siderastrea_07905	K06111
Siderastrea_08834	K05850
Siderastrea_08631	K12667
Siderastrea_18821	K00548
Siderastrea_02721	K07762
Siderastrea_06506	K24470
Siderastrea_02497	K23730
Siderastrea_14275	K01310
Siderastrea_05146	K02358
Siderastrea_09422	K18026
Siderastrea_05956	K12827
Siderastrea_15309	K11418
Siderastrea_01123	K01255
Siderastrea_17118	K22991
Siderastrea_08079	K10951
Siderastrea_16587	K05021
Siderastrea_17310	K10380
Siderastrea_01563	K10408
Siderastrea_09763	K01858
Siderastrea_04489	K14294
Siderastrea_10448	K17920
Siderastrea_00898	K10408
Siderastrea_08070	K03768
Siderastrea_17387	K05645
Siderastrea_18414	K08850
Siderastrea_16427	K07497
Siderastrea_16580	K25830
Siderastrea_15613	K17700
Siderastrea_00921	K16728
Siderastrea_17243	K23544
Siderastrea_02055	K10598
Siderastrea_14019	K08625
Siderastrea_05605	K10841
Siderastrea_03406	K07375
Siderastrea_06443	K01315
Siderastrea_07852	K21862
Siderastrea_16539	K10086
Siderastrea_12311	K04597
Siderastrea_06845	K04688
Siderastrea_09735	K24437
Siderastrea_15203	K10408
Siderastrea_15329	K10776
Siderastrea_11389	K00026
Siderastrea_00090	K12647
Siderastrea_17661	K01895
Siderastrea_06223	K02969
Siderastrea_18031	K11262
Siderastrea_08149	K04892
Siderastrea_02499	K10807
Siderastrea_07906	K07515
Siderastrea_11224	K24155
Siderastrea_16754	K22859
Siderastrea_00285	K06778
Siderastrea_17188	K12815
Siderastrea_07540	K25639
Siderastrea_04758	K17261
Siderastrea_14415	K15680
Siderastrea_06231	K08029
Siderastrea_10993	K24810
Siderastrea_13020	K17279
Siderastrea_00336	K00905
Siderastrea_08711	K08836
Siderastrea_14628	K06669
Siderastrea_03844	K05633
Siderastrea_07166	K13983
Siderastrea_13269	K04307
Siderastrea_04151	K00643
Siderastrea_17897	K10841
Siderastrea_09790	K14616
Siderastrea_09418	K05048
Siderastrea_03378	K08817
Siderastrea_15294	K06252
Siderastrea_10714	K17769
Siderastrea_17698	K20363
Siderastrea_02803	K24338
Siderastrea_00456	K02353
Siderastrea_04527	K23691
Siderastrea_18670	K11067
Siderastrea_13540	K04371
Siderastrea_09872	K14284
Siderastrea_03635	K09608
Siderastrea_13283	K12870
Siderastrea_02584	K09230
Siderastrea_08280	K17635
Siderastrea_05042	K01596
Siderastrea_08859	K24062
Siderastrea_09507	K08805
Siderastrea_07451	K12047
Siderastrea_09581	K14802
Siderastrea_13481	K00803
Siderastrea_10657	K10408
Siderastrea_10811	K09479
Siderastrea_08142	K10397
Siderastrea_14801	K16311
Siderastrea_17137	K24642
Siderastrea_08391	K08776
Siderastrea_11166	K24822
Siderastrea_00178	K16662
Siderastrea_08893	K09355
Siderastrea_14069	K12585
Siderastrea_05568	K14857
Siderastrea_04784	K04602
Siderastrea_11541	K05863
Siderastrea_07556	K10592
Siderastrea_11291	K11187
Siderastrea_15033	K12655
Siderastrea_07876	K12854
Siderastrea_05021	K09097
Siderastrea_18436	K11865
Siderastrea_02937	K11135
Siderastrea_06774	K14564
Siderastrea_15546	K07912
Siderastrea_07426	K11150
Siderastrea_14819	K12471
Siderastrea_05917	K24764
Siderastrea_14178	K09493
Siderastrea_01849	K01711
Siderastrea_08093	K15537
Siderastrea_04942	K13025
Siderastrea_10877	K04209
Siderastrea_03045	K01408
Siderastrea_04318	K15837
Siderastrea_00194	K17621
Siderastrea_13390	K13219
Siderastrea_00911	K10359
Siderastrea_11197	K24822
Siderastrea_03579	K20176
Siderastrea_06696	K17341
Siderastrea_14157	K10413
Siderastrea_00557	K10408
Siderastrea_06671	K20634
Siderastrea_08923	K09189
Siderastrea_14004	K03937
Siderastrea_18441	K24387
Siderastrea_01522	K23209
Siderastrea_17903	K19685
Siderastrea_18088	K07509
Siderastrea_12145	K19984
Siderastrea_01751	K02896
Siderastrea_10068	K04397
Siderastrea_18003	K25769
Siderastrea_04986	K09876
Siderastrea_16736	K02920
Siderastrea_18600	K10594
Siderastrea_13065	K15701
Siderastrea_19108	K18423
Siderastrea_08471	K25473
Siderastrea_12334	K21852
Siderastrea_13633	K24936
Siderastrea_00862	K13187
Siderastrea_11954	K16533
Siderastrea_09640	K00485
Siderastrea_08982	K19496
Siderastrea_06137	K04861
Siderastrea_15067	K03094
Siderastrea_12883	K24675
Siderastrea_06519	K17861
Siderastrea_17666	K14302
Siderastrea_15761	K10656
Siderastrea_08385	K07889
Siderastrea_15396	K01409
Siderastrea_16268	K04513
Siderastrea_01405	K10595
Siderastrea_17975	K17690
Siderastrea_14268	K10356
Siderastrea_06434	K18734
Siderastrea_13305	K07203
Siderastrea_16797	K04531
Siderastrea_06731	K00873
Siderastrea_17392	K07440
Siderastrea_15417	K17262
Siderastrea_14453	K05631
Siderastrea_17593	K03115
Siderastrea_02690	K10369
Siderastrea_04735	K19360
Siderastrea_00446	K16777
Siderastrea_18932	K04849
Siderastrea_03336	K16726
Siderastrea_14754	K12859
Siderastrea_15166	K10645
Siderastrea_16153	K10779
Siderastrea_11030	K03014
Siderastrea_08908	K09185
Siderastrea_04972	K00324
Siderastrea_10263	K15516
Siderastrea_05403	K24888
Siderastrea_13339	K24908
Siderastrea_17524	K00635
Siderastrea_01677	K24734
Siderastrea_03242	K18592
Siderastrea_13856	K08764
Siderastrea_00401	K15013
Siderastrea_15848	K11976
Siderastrea_10380	K22377
Siderastrea_01876	K10407
Siderastrea_05834	K00090
Siderastrea_13506	K09228
Siderastrea_12692	K10414
Siderastrea_15624	K08799
Siderastrea_07799	K08678
Siderastrea_01909	K03099
Siderastrea_12392	K10106
Siderastrea_17862	K11306
Siderastrea_01576	K07369
Siderastrea_15730	K01301
Siderastrea_08576	K08957
Siderastrea_01769	K14833
Siderastrea_15921	K02955
Siderastrea_06406	K05040
Siderastrea_17292	K10408
Siderastrea_13663	K01142
Siderastrea_17556	K06067
Siderastrea_04945	K14026
Siderastrea_10320	K12231
Siderastrea_00064	K13710
Siderastrea_10964	K23820
Siderastrea_05302	K05692
Siderastrea_10096	K24734
Siderastrea_13425	K24684
Siderastrea_02956	K21842
Siderastrea_18864	K03941
Siderastrea_12394	K04350
Siderastrea_08461	K24353
Siderastrea_13561	K01315
Siderastrea_01720	K00907
Siderastrea_03142	K04224
Siderastrea_09488	K08836
Siderastrea_17767	K07497
Siderastrea_06320	K19519
Siderastrea_04297	K10408
Siderastrea_00915	K02602
Siderastrea_17760	K01278
Siderastrea_03265	K15176
Siderastrea_10283	K19499
Siderastrea_06342	K11699
Siderastrea_05429	K08813
Siderastrea_16097	K17341
Siderastrea_18766	K08790
Siderastrea_08221	K01116
Siderastrea_09342	K18663
Siderastrea_08433	K22754
Siderastrea_03287	K26157
Siderastrea_18320	K14007
Siderastrea_07396	K01349
Siderastrea_12330	K04739
Siderastrea_01026	K01135
Siderastrea_13767	K01077
Siderastrea_01401	K12231
Siderastrea_03921	K07953
Siderastrea_15060	K20630
Siderastrea_07182	K10413
Siderastrea_04254	K04858
Siderastrea_18196	K07497
Siderastrea_08307	K09497
Siderastrea_00391	K10457
Siderastrea_18735	K23222
Siderastrea_00794	K18735
Siderastrea_10463	K23957
Siderastrea_08261	K02212
Siderastrea_17867	K07520
Siderastrea_00609	K16944
Siderastrea_15354	K24936
Siderastrea_01862	K04682
Siderastrea_19263	K17592
Siderastrea_16768	K26154
Siderastrea_05907	K24125
Siderastrea_04743	K06238
Siderastrea_02785	K04707
Siderastrea_09833	K14168
Siderastrea_12464	K03362
Siderastrea_10783	K13179
Siderastrea_09771	K06254
Siderastrea_08365	K06778
Siderastrea_10302	K17578
Siderastrea_11588	K04718
Siderastrea_04006	K01539
Siderastrea_06652	K11826
Siderastrea_12514	K10389
Siderastrea_14636	K18466
Siderastrea_02061	K08864
Siderastrea_10935	K04515
Siderastrea_12965	K03695
Siderastrea_05680	K22754
Siderastrea_11106	K07497
Siderastrea_13760	K00605
Siderastrea_00453	K14963
Siderastrea_08938	K01116
Siderastrea_13838	K21415
Siderastrea_07034	K13762
Siderastrea_09914	K10408
Siderastrea_08886	K19899
Siderastrea_12642	K08052
Siderastrea_16157	K12323
Siderastrea_07922	K08145
Siderastrea_05493	K11837
Siderastrea_16781	K10691
Siderastrea_04177	K05181
Siderastrea_13410	K21890
Siderastrea_05962	K20371
Siderastrea_18483	K05543
Siderastrea_00595	K13866
Siderastrea_18241	K04077
Siderastrea_02142	K17570
Siderastrea_07190	K08334
Siderastrea_08645	K18668
Siderastrea_08087	K19672
Siderastrea_01987	K01206
Siderastrea_06788	K04974
Siderastrea_08783	K12191
Siderastrea_18052	K24938
Siderastrea_16673	K24734
Siderastrea_12161	K07497
Siderastrea_10424	K10408
Siderastrea_04826	K11853
Siderastrea_11759	K03099
Siderastrea_15377	K09275
Siderastrea_09524	K24936
Siderastrea_01096	K05665
Siderastrea_11720	K18584
Siderastrea_03464	K01507
Siderastrea_12234	K09666
Siderastrea_12354	K13719
Siderastrea_18018	K24020
Siderastrea_07776	K09602
Siderastrea_01640	K14574
Siderastrea_02194	K03687
Siderastrea_08818	K08794
Siderastrea_17422	K23935
Siderastrea_13657	K00500
Siderastrea_15248	K16463
Siderastrea_03749	K22790
Siderastrea_04107	K16302
Siderastrea_16114	K06677
Siderastrea_02932	K18655
Siderastrea_02241	K10575
Siderastrea_04722	K11252
Siderastrea_06078	K26154
Siderastrea_05005	K20369
Siderastrea_06008	K07874
Siderastrea_16121	K19496
Siderastrea_07195	K04362
Siderastrea_15331	K06619
Siderastrea_11115	K16857
Siderastrea_08197	K07497
Siderastrea_07388	K14401
Siderastrea_13823	K19360
Siderastrea_16638	K04345
Siderastrea_13740	K10454
Siderastrea_17976	K07208
Siderastrea_11339	K06111
Siderastrea_02089	K17849
Siderastrea_00432	K09668
Siderastrea_13749	K18741
Siderastrea_08549	K20168
Siderastrea_10600	K19601
Siderastrea_12239	K21396
Siderastrea_16634	K05679
Siderastrea_15909	K03237
Siderastrea_09285	K20279
Siderastrea_15101	K13886
Siderastrea_01180	K04905
Siderastrea_06110	K06070
Siderastrea_13478	K24387
Siderastrea_12180	K10408
Siderastrea_05921	K08868
Siderastrea_05894	K07497
Siderastrea_13846	K01530
Siderastrea_06328	K14842
Siderastrea_10997	K03341
Siderastrea_10242	K10615
Siderastrea_06001	K15363
Siderastrea_04850	K25443
Siderastrea_04857	K10408
Siderastrea_07879	K09228
Siderastrea_01815	K09527
Siderastrea_07845	K03175
Siderastrea_01458	K12035
Siderastrea_12191	K14616
Siderastrea_03400	K17530
Siderastrea_04658	K20283
Siderastrea_07573	K20067
Siderastrea_10576	K24971
Siderastrea_01248	K08056
Siderastrea_13484	K25451
Siderastrea_10444	K10645
Siderastrea_15458	K00461
Siderastrea_00705	K01681
Siderastrea_09868	K13912
Siderastrea_15514	K10408
Siderastrea_17858	K12231
Siderastrea_17562	K06997
Siderastrea_04270	K19328
Siderastrea_07400	K16601
Siderastrea_08942	K09624
Siderastrea_08314	K00921
Siderastrea_02624	K09673
Siderastrea_16823	K03454
Siderastrea_06354	K24478
Siderastrea_13612	K26216
Siderastrea_17049	K20795
Siderastrea_19019	K20308
Siderastrea_11636	K00486
Siderastrea_02005	K20358
Siderastrea_02032	K16533
Siderastrea_08795	K17108
Siderastrea_01394	K20164
Siderastrea_04896	K23342
Siderastrea_03525	K03781
Siderastrea_07438	K04511
Siderastrea_04178	K18261
Siderastrea_04872	K15009
Siderastrea_14926	K01802
Siderastrea_15219	K22415
Siderastrea_09921	K17592
Siderastrea_12846	K06704
Siderastrea_10134	K10380
Siderastrea_11998	K04409
Siderastrea_18586	K07497
Siderastrea_18538	K24927
Siderastrea_00504	K05016
Siderastrea_10012	K23939
Siderastrea_09511	K01890
Siderastrea_01428	K01469
Siderastrea_02894	K04513
Siderastrea_03217	K05855
Siderastrea_14826	K25739
Siderastrea_18846	K21413
Siderastrea_17515	K10408
Siderastrea_17090	K17570
Siderastrea_12858	K00543
Siderastrea_05622	K22530
Siderastrea_15816	K07497
Siderastrea_14984	K04634
Siderastrea_16506	K05048
Siderastrea_05899	K12878
Siderastrea_12499	K10408
Siderastrea_02407	K01489
Siderastrea_06589	K05313
Siderastrea_12607	K07762
Siderastrea_07448	K16848
Siderastrea_15302	K08132
Siderastrea_12553	K05619
Siderastrea_11151	K12011
Siderastrea_12654	K10297
Siderastrea_08701	K02957
Siderastrea_01996	K11643
Siderastrea_11613	K00635
Siderastrea_03979	K24631
Siderastrea_11961	K00911
Siderastrea_18452	K03909
Siderastrea_17351	K04441
Siderastrea_04587	K19872
Siderastrea_14743	K05870
Siderastrea_07042	K15261
Siderastrea_19163	K14563
Siderastrea_12136	K01373
Siderastrea_09066	K06115
Siderastrea_11050	K00787
Siderastrea_11758	K06709
Siderastrea_14079	K24964
Siderastrea_18459	K07497
Siderastrea_12242	K03262
Siderastrea_10909	K25451
Siderastrea_17506	K10595
Siderastrea_15075	K05636
Siderastrea_00656	K20632
Siderastrea_10573	K18083
Siderastrea_08660	K07834
Siderastrea_10485	K20299
Siderastrea_12187	K03902
Siderastrea_15003	K03654
Siderastrea_07959	K25192
Siderastrea_04018	K12620
Siderastrea_12649	K10308
Siderastrea_13450	K05695
Siderastrea_00544	K10479
Siderastrea_07212	K14018
Siderastrea_16984	K10362
Siderastrea_13920	K10414
Siderastrea_00030	K04141
Siderastrea_10364	K01049
Siderastrea_14903	K10593
Siderastrea_13076	K20179
Siderastrea_07818	K11654
Siderastrea_13084	K00415
Siderastrea_10837	K10586
Siderastrea_00786	K09267
Siderastrea_02408	K04646
Siderastrea_05678	K00008
Siderastrea_01060	K12184
Siderastrea_13860	K19947
Siderastrea_16700	K09103
Siderastrea_17460	K07497
Siderastrea_12213	K24185
Siderastrea_19073	K17689
Siderastrea_17087	K09421
Siderastrea_09336	K18261
Siderastrea_16939	K05643
Siderastrea_15557	K15276
Siderastrea_08850	K13026
Siderastrea_06502	K17263
Siderastrea_07898	K18270
Siderastrea_15776	K23901
Siderastrea_09086	K08057
Siderastrea_16204	K22562
Siderastrea_07988	K01895
Siderastrea_04436	K12823
Siderastrea_12531	K03107
Siderastrea_02864	K04163
Siderastrea_07947	K05673
Siderastrea_13445	K07937
Siderastrea_13031	K20051
Siderastrea_14365	K10799
Siderastrea_11463	K24020
Siderastrea_07499	K04436
Siderastrea_09616	K01966
Siderastrea_01806	K05858
Siderastrea_07476	K10408
Siderastrea_04619	K11840
Siderastrea_15682	K04854
Siderastrea_19068	K24756
Siderastrea_09504	K22383
Siderastrea_03483	K05668
Siderastrea_18214	K11826
Siderastrea_04302	K15104
Siderastrea_13733	K25471
Siderastrea_11911	K04367
Siderastrea_07421	K21853
Siderastrea_03572	K16496
Siderastrea_11202	K17973
Siderastrea_11662	K20166
Siderastrea_11522	K13177
Siderastrea_09785	K09564
Siderastrea_07583	K12367
Siderastrea_11320	K10356
Siderastrea_17821	K09403
Siderastrea_00828	K00639
Siderastrea_02799	K20175
Siderastrea_12260	K03164
Siderastrea_02179	K23843
Siderastrea_06688	K00894
Siderastrea_16595	K15189
Siderastrea_15410	K19674
Siderastrea_11329	K08187
Siderastrea_11477	K11108
Siderastrea_17072	K10414
Siderastrea_16775	K15174
Siderastrea_17640	K05749
Siderastrea_13120	K17302
Siderastrea_09916	K01102
Siderastrea_09512	K21398
Siderastrea_00024	K13293
Siderastrea_05193	K00036
Siderastrea_13420	K15117
Siderastrea_18181	K14303
Siderastrea_18784	K17087
Siderastrea_02752	K11827
Siderastrea_14326	K08789
Siderastrea_07133	K10755
Siderastrea_18350	K18730
Siderastrea_07411	K23387
Siderastrea_13043	K03652
Siderastrea_18922	K15502
Siderastrea_12821	K07409
Siderastrea_08510	K11306
Siderastrea_06902	K12489
Siderastrea_18072	K20222
Siderastrea_00050	K05730
Siderastrea_10678	K00645
Siderastrea_00359	K09214
Siderastrea_10430	K06238
Siderastrea_01121	K17268
Siderastrea_06288	K17341
Siderastrea_10750	K07427
Siderastrea_17810	K07204
Siderastrea_16566	K16507
Siderastrea_06054	K03253
Siderastrea_09908	K12076
Siderastrea_05654	K22754
Siderastrea_13019	K17608
Siderastrea_18011	K12375
Siderastrea_15484	K19951
Siderastrea_12706	K12886
Siderastrea_02543	K01835
Siderastrea_11187	K01758
Siderastrea_11602	K00444
Siderastrea_04667	K22990
Siderastrea_18277	K04905
Siderastrea_05091	K07968
Siderastrea_01295	K02150
Siderastrea_11229	K20045
Siderastrea_07315	K00710
Siderastrea_14739	K12813
Siderastrea_14561	K23962
Siderastrea_08226	K15109
Siderastrea_08757	K04809
Siderastrea_18522	K24195
Siderastrea_11535	K13239
Siderastrea_16047	K05305
Siderastrea_05706	K17594
Siderastrea_17990	K01179
Siderastrea_01210	K09448
Siderastrea_06909	K12893
Siderastrea_05630	K22381
Siderastrea_03793	K10626
Siderastrea_05780	K00207
Siderastrea_19189	K00029
Siderastrea_18976	K12879
Siderastrea_01934	K13956
Siderastrea_17109	K23961
Siderastrea_06754	K03108
Siderastrea_01810	K06754
Siderastrea_09469	K05122
Siderastrea_13683	K15255
Siderastrea_12328	K08814
Siderastrea_05930	K24763
Siderastrea_11638	K10408
Siderastrea_07716	K07497
Siderastrea_15583	K01358
Siderastrea_16561	K11728
Siderastrea_10641	K05665
Siderastrea_19113	K12309
Siderastrea_16505	K22754
Siderastrea_05742	K03189
Siderastrea_03728	K04148
Siderastrea_14623	K17592
Siderastrea_06825	K10408
Siderastrea_02284	K11644
Siderastrea_15673	K19753
Siderastrea_05093	K00025
Siderastrea_15829	K13051
Siderastrea_11180	K08292
Siderastrea_18948	K11728
Siderastrea_08882	K11765
Siderastrea_16048	K20121
Siderastrea_00168	K07151
Siderastrea_14316	K17541
Siderastrea_16441	K10414
Siderastrea_00183	K11367
