Ssiderea30_c0_seq1	Ssiderea30
Ssiderea252716_c0_seq1	Ssiderea252716
Ssiderea252716_c0_seq2	Ssiderea252716
Ssiderea252717_c0_seq1	Ssiderea252717
Ssiderea252717_c0_seq2	Ssiderea252717
Ssiderea252717_c0_seq3	Ssiderea252717
Ssiderea252717_c0_seq4	Ssiderea252717
Ssiderea252717_c0_seq6	Ssiderea252717
Ssiderea252717_c0_seq8	Ssiderea252717
Ssiderea252717_c0_seq9	Ssiderea252717
Ssiderea252717_c0_seq10	Ssiderea252717
Ssiderea252717_c0_seq11	Ssiderea252717
Ssiderea252718_c0_seq2	Ssiderea252718
Ssiderea252718_c0_seq3	Ssiderea252718
Ssiderea252718_c0_seq4	Ssiderea252718
Ssiderea252718_c0_seq5	Ssiderea252718
Ssiderea252718_c0_seq8	Ssiderea252718
Ssiderea252718_c0_seq9	Ssiderea252718
Ssiderea252718_c0_seq10	Ssiderea252718
Ssiderea252718_c0_seq11	Ssiderea252718
Ssiderea252718_c0_seq13	Ssiderea252718
Ssiderea252719_c1_seq1	Ssiderea252719
Ssiderea252720_c0_seq1	Ssiderea252720
Ssiderea252726_c0_seq30	Ssiderea252726
Ssiderea252726_c0_seq32	Ssiderea252726
Ssiderea252726_c0_seq33	Ssiderea252726
Ssiderea252726_c0_seq37	Ssiderea252726
Ssiderea252726_c0_seq42	Ssiderea252726
Ssiderea252727_c0_seq1	Ssiderea252727
Ssiderea252727_c0_seq2	Ssiderea252727
Ssiderea252728_c0_seq1	Ssiderea252728
Ssiderea252728_c0_seq2	Ssiderea252728
Ssiderea252729_c0_seq1	Ssiderea252729
Ssiderea252729_c0_seq2	Ssiderea252729
Ssiderea252732_c0_seq1	Ssiderea252732
Ssiderea252732_c0_seq2	Ssiderea252732
Ssiderea252732_c0_seq3	Ssiderea252732
Ssiderea252732_c0_seq4	Ssiderea252732
Ssiderea252732_c0_seq5	Ssiderea252732
Ssiderea252732_c0_seq6	Ssiderea252732
Ssiderea252732_c0_seq7	Ssiderea252732
Ssiderea252732_c0_seq8	Ssiderea252732
Ssiderea252733_c0_seq1	Ssiderea252733
Ssiderea252733_c0_seq2	Ssiderea252733
Ssiderea252733_c0_seq3	Ssiderea252733
Ssiderea252733_c0_seq4	Ssiderea252733
Ssiderea252733_c0_seq5	Ssiderea252733
Ssiderea252734_c0_seq2	Ssiderea252734
Ssiderea252735_c0_seq1	Ssiderea252735
Ssiderea252735_c0_seq2	Ssiderea252735
Ssiderea252736_c0_seq4	Ssiderea252736
Ssiderea252736_c0_seq6	Ssiderea252736
Ssiderea252736_c0_seq9	Ssiderea252736
Ssiderea252736_c0_seq10	Ssiderea252736
Ssiderea252736_c0_seq12	Ssiderea252736
Ssiderea252737_c0_seq1	Ssiderea252737
Ssiderea252739_c0_seq3	Ssiderea252739
Ssiderea252739_c0_seq12	Ssiderea252739
Ssiderea252741_c0_seq1	Ssiderea252741
Ssiderea252741_c0_seq2	Ssiderea252741
Ssiderea252743_c0_seq1	Ssiderea252743
Ssiderea252743_c0_seq2	Ssiderea252743
Ssiderea252744_c0_seq2	Ssiderea252744
Ssiderea252744_c0_seq7	Ssiderea252744
Ssiderea252744_c0_seq8	Ssiderea252744
Ssiderea252744_c0_seq9	Ssiderea252744
Ssiderea252744_c0_seq10	Ssiderea252744
Ssiderea252744_c0_seq14	Ssiderea252744
Ssiderea252744_c0_seq15	Ssiderea252744
Ssiderea252744_c0_seq16	Ssiderea252744
Ssiderea252744_c0_seq20	Ssiderea252744
Ssiderea252744_c0_seq22	Ssiderea252744
Ssiderea252744_c0_seq24	Ssiderea252744
Ssiderea252744_c0_seq25	Ssiderea252744
Ssiderea252745_c0_seq1	Ssiderea252745
Ssiderea252745_c0_seq2	Ssiderea252745
Ssiderea252745_c0_seq3	Ssiderea252745
Ssiderea252749_c1_seq1	Ssiderea252749
Ssiderea252749_c1_seq2	Ssiderea252749
Ssiderea252749_c1_seq3	Ssiderea252749
Ssiderea252749_c1_seq4	Ssiderea252749
Ssiderea252751_c1_seq1	Ssiderea252751
Ssiderea252751_c1_seq2	Ssiderea252751
Ssiderea252753_c0_seq1	Ssiderea252753
Ssiderea252753_c2_seq1	Ssiderea252753
Ssiderea252753_c2_seq2	Ssiderea252753
Ssiderea252753_c2_seq4	Ssiderea252753
Ssiderea252753_c2_seq5	Ssiderea252753
Ssiderea252754_c0_seq3	Ssiderea252754
Ssiderea252756_c0_seq1	Ssiderea252756
Ssiderea252756_c0_seq2	Ssiderea252756
Ssiderea252756_c0_seq3	Ssiderea252756
Ssiderea252757_c0_seq1	Ssiderea252757
Ssiderea252757_c0_seq4	Ssiderea252757
Ssiderea252760_c0_seq1	Ssiderea252760
Ssiderea252763_c0_seq1	Ssiderea252763
Ssiderea252763_c0_seq2	Ssiderea252763
Ssiderea252763_c0_seq3	Ssiderea252763
Ssiderea252764_c0_seq1	Ssiderea252764
Ssiderea252764_c0_seq2	Ssiderea252764
Ssiderea252765_c1_seq1	Ssiderea252765
Ssiderea252765_c1_seq2	Ssiderea252765
Ssiderea252767_c0_seq1	Ssiderea252767
Ssiderea252767_c1_seq1	Ssiderea252767
Ssiderea252772_c0_seq1	Ssiderea252772
Ssiderea252772_c0_seq2	Ssiderea252772
Ssiderea252772_c0_seq3	Ssiderea252772
Ssiderea252772_c0_seq5	Ssiderea252772
Ssiderea252773_c1_seq1	Ssiderea252773
Ssiderea252776_c0_seq2	Ssiderea252776
Ssiderea252776_c0_seq7	Ssiderea252776
Ssiderea252777_c0_seq3	Ssiderea252777
Ssiderea252778_c0_seq2	Ssiderea252778
Ssiderea252778_c0_seq3	Ssiderea252778
Ssiderea252778_c0_seq4	Ssiderea252778
Ssiderea252780_c1_seq4	Ssiderea252780
Ssiderea252781_c0_seq3	Ssiderea252781
Ssiderea252781_c0_seq5	Ssiderea252781
Ssiderea252781_c0_seq6	Ssiderea252781
Ssiderea252781_c0_seq8	Ssiderea252781
Ssiderea252783_c0_seq2	Ssiderea252783
Ssiderea252783_c0_seq3	Ssiderea252783
Ssiderea252784_c0_seq1	Ssiderea252784
Ssiderea252784_c0_seq4	Ssiderea252784
Ssiderea252786_c0_seq1	Ssiderea252786
Ssiderea252786_c0_seq2	Ssiderea252786
Ssiderea252787_c0_seq1	Ssiderea252787
Ssiderea252790_c0_seq4	Ssiderea252790
Ssiderea252790_c0_seq9	Ssiderea252790
Ssiderea252790_c0_seq12	Ssiderea252790
Ssiderea252790_c0_seq13	Ssiderea252790
Ssiderea252790_c0_seq18	Ssiderea252790
Ssiderea252792_c0_seq2	Ssiderea252792
Ssiderea252794_c0_seq3	Ssiderea252794
Ssiderea252794_c0_seq6	Ssiderea252794
Ssiderea252795_c0_seq1	Ssiderea252795
Ssiderea252795_c0_seq2	Ssiderea252795
Ssiderea252795_c0_seq3	Ssiderea252795
Ssiderea252795_c0_seq4	Ssiderea252795
Ssiderea252795_c0_seq5	Ssiderea252795
Ssiderea252795_c0_seq6	Ssiderea252795
Ssiderea252799_c0_seq1	Ssiderea252799
Ssiderea252802_c0_seq1	Ssiderea252802
Ssiderea252802_c0_seq2	Ssiderea252802
Ssiderea252802_c0_seq3	Ssiderea252802
Ssiderea252802_c0_seq6	Ssiderea252802
Ssiderea252802_c0_seq7	Ssiderea252802
Ssiderea252803_c0_seq1	Ssiderea252803
Ssiderea252803_c0_seq2	Ssiderea252803
Ssiderea252803_c0_seq4	Ssiderea252803
Ssiderea252803_c0_seq6	Ssiderea252803
Ssiderea252803_c0_seq7	Ssiderea252803
Ssiderea252803_c0_seq9	Ssiderea252803
Ssiderea252803_c0_seq10	Ssiderea252803
Ssiderea252803_c0_seq12	Ssiderea252803
Ssiderea252803_c0_seq13	Ssiderea252803
Ssiderea252803_c0_seq14	Ssiderea252803
Ssiderea252803_c0_seq19	Ssiderea252803
Ssiderea252803_c0_seq22	Ssiderea252803
Ssiderea252803_c0_seq23	Ssiderea252803
Ssiderea252805_c0_seq1	Ssiderea252805
Ssiderea252806_c0_seq1	Ssiderea252806
Ssiderea252808_c0_seq1	Ssiderea252808
Ssiderea252808_c1_seq1	Ssiderea252808
Ssiderea252813_c0_seq1	Ssiderea252813
Ssiderea252813_c0_seq3	Ssiderea252813
Ssiderea252816_c0_seq1	Ssiderea252816
Ssiderea252816_c0_seq2	Ssiderea252816
Ssiderea252820_c0_seq2	Ssiderea252820
Ssiderea252820_c0_seq3	Ssiderea252820
Ssiderea252820_c0_seq5	Ssiderea252820
Ssiderea252820_c0_seq6	Ssiderea252820
Ssiderea252820_c0_seq7	Ssiderea252820
Ssiderea252820_c0_seq8	Ssiderea252820
Ssiderea252820_c0_seq9	Ssiderea252820
Ssiderea252820_c0_seq11	Ssiderea252820
Ssiderea252820_c0_seq12	Ssiderea252820
Ssiderea252822_c0_seq1	Ssiderea252822
Ssiderea252822_c0_seq2	Ssiderea252822
Ssiderea252823_c0_seq1	Ssiderea252823
Ssiderea252826_c0_seq1	Ssiderea252826
Ssiderea252827_c0_seq1	Ssiderea252827
Ssiderea252827_c0_seq3	Ssiderea252827
Ssiderea252830_c0_seq2	Ssiderea252830
Ssiderea252839_c0_seq27	Ssiderea252839
Ssiderea252841_c0_seq2	Ssiderea252841
Ssiderea252841_c0_seq3	Ssiderea252841
Ssiderea252842_c0_seq1	Ssiderea252842
Ssiderea252843_c0_seq1	Ssiderea252843
Ssiderea252845_c0_seq1	Ssiderea252845
Ssiderea252846_c0_seq2	Ssiderea252846
Ssiderea252846_c0_seq3	Ssiderea252846
Ssiderea252846_c0_seq4	Ssiderea252846
Ssiderea252846_c0_seq5	Ssiderea252846
Ssiderea252846_c0_seq6	Ssiderea252846
Ssiderea252846_c0_seq8	Ssiderea252846
Ssiderea252848_c0_seq1	Ssiderea252848
Ssiderea252848_c0_seq2	Ssiderea252848
Ssiderea252848_c0_seq3	Ssiderea252848
Ssiderea252850_c1_seq1	Ssiderea252850
Ssiderea252851_c0_seq1	Ssiderea252851
Ssiderea252857_c1_seq1	Ssiderea252857
Ssiderea252857_c1_seq2	Ssiderea252857
Ssiderea252857_c1_seq3	Ssiderea252857
Ssiderea252857_c1_seq4	Ssiderea252857
Ssiderea252862_c0_seq1	Ssiderea252862
Ssiderea252863_c0_seq2	Ssiderea252863
Ssiderea252863_c0_seq3	Ssiderea252863
Ssiderea252864_c0_seq1	Ssiderea252864
Ssiderea252865_c0_seq2	Ssiderea252865
Ssiderea252866_c1_seq1	Ssiderea252866
Ssiderea252866_c1_seq2	Ssiderea252866
Ssiderea252866_c1_seq3	Ssiderea252866
Ssiderea252866_c1_seq4	Ssiderea252866
Ssiderea252866_c1_seq5	Ssiderea252866
Ssiderea252866_c1_seq7	Ssiderea252866
Ssiderea252866_c1_seq9	Ssiderea252866
Ssiderea252868_c1_seq1	Ssiderea252868
Ssiderea252869_c0_seq1	Ssiderea252869
Ssiderea252870_c0_seq1	Ssiderea252870
Ssiderea252870_c0_seq2	Ssiderea252870
Ssiderea252870_c0_seq3	Ssiderea252870
Ssiderea252872_c0_seq1	Ssiderea252872
Ssiderea252873_c0_seq1	Ssiderea252873
Ssiderea252873_c0_seq3	Ssiderea252873
Ssiderea252878_c0_seq1	Ssiderea252878
Ssiderea252878_c0_seq2	Ssiderea252878
Ssiderea252878_c0_seq3	Ssiderea252878
Ssiderea252878_c0_seq4	Ssiderea252878
Ssiderea252878_c0_seq5	Ssiderea252878
Ssiderea252878_c0_seq6	Ssiderea252878
Ssiderea252878_c0_seq7	Ssiderea252878
Ssiderea252878_c0_seq8	Ssiderea252878
Ssiderea252878_c0_seq10	Ssiderea252878
Ssiderea252878_c0_seq11	Ssiderea252878
Ssiderea252878_c0_seq14	Ssiderea252878
Ssiderea252878_c0_seq15	Ssiderea252878
Ssiderea252878_c0_seq16	Ssiderea252878
Ssiderea252878_c0_seq19	Ssiderea252878
Ssiderea252878_c0_seq24	Ssiderea252878
Ssiderea252878_c0_seq25	Ssiderea252878
Ssiderea252878_c0_seq28	Ssiderea252878
Ssiderea252878_c0_seq29	Ssiderea252878
Ssiderea252878_c0_seq34	Ssiderea252878
Ssiderea252878_c0_seq35	Ssiderea252878
Ssiderea252878_c0_seq36	Ssiderea252878
Ssiderea252881_c1_seq1	Ssiderea252881
Ssiderea252881_c1_seq2	Ssiderea252881
Ssiderea252881_c1_seq3	Ssiderea252881
Ssiderea252881_c1_seq4	Ssiderea252881
Ssiderea252882_c0_seq1	Ssiderea252882
Ssiderea252882_c0_seq2	Ssiderea252882
Ssiderea252890_c0_seq2	Ssiderea252890
Ssiderea252890_c0_seq3	Ssiderea252890
Ssiderea252891_c0_seq1	Ssiderea252891
Ssiderea252891_c0_seq2	Ssiderea252891
Ssiderea252891_c0_seq3	Ssiderea252891
Ssiderea252891_c0_seq4	Ssiderea252891
Ssiderea252891_c0_seq5	Ssiderea252891
Ssiderea252891_c0_seq6	Ssiderea252891
Ssiderea252891_c0_seq7	Ssiderea252891
Ssiderea252891_c0_seq9	Ssiderea252891
Ssiderea252894_c0_seq4	Ssiderea252894
Ssiderea252894_c0_seq5	Ssiderea252894
Ssiderea252894_c0_seq8	Ssiderea252894
Ssiderea252894_c0_seq9	Ssiderea252894
Ssiderea252895_c1_seq1	Ssiderea252895
Ssiderea252895_c1_seq2	Ssiderea252895
Ssiderea252895_c1_seq3	Ssiderea252895
Ssiderea252895_c1_seq5	Ssiderea252895
Ssiderea252895_c1_seq7	Ssiderea252895
Ssiderea252896_c0_seq1	Ssiderea252896
Ssiderea252902_c0_seq1	Ssiderea252902
Ssiderea252902_c0_seq3	Ssiderea252902
Ssiderea252905_c0_seq1	Ssiderea252905
Ssiderea252907_c0_seq1	Ssiderea252907
Ssiderea252909_c1_seq1	Ssiderea252909
Ssiderea252911_c1_seq1	Ssiderea252911
Ssiderea252911_c1_seq2	Ssiderea252911
Ssiderea252911_c1_seq3	Ssiderea252911
Ssiderea252911_c1_seq4	Ssiderea252911
Ssiderea252911_c1_seq5	Ssiderea252911
Ssiderea252911_c1_seq6	Ssiderea252911
Ssiderea252911_c1_seq7	Ssiderea252911
Ssiderea252911_c1_seq8	Ssiderea252911
Ssiderea252914_c0_seq1	Ssiderea252914
Ssiderea252915_c0_seq1	Ssiderea252915
Ssiderea252915_c0_seq2	Ssiderea252915
Ssiderea252918_c1_seq1	Ssiderea252918
Ssiderea252918_c1_seq2	Ssiderea252918
Ssiderea252919_c0_seq1	Ssiderea252919
Ssiderea252919_c0_seq2	Ssiderea252919
Ssiderea252922_c0_seq1	Ssiderea252922
Ssiderea252922_c0_seq2	Ssiderea252922
Ssiderea252922_c0_seq3	Ssiderea252922
Ssiderea252922_c0_seq4	Ssiderea252922
Ssiderea252933_c0_seq1	Ssiderea252933
Ssiderea252933_c0_seq2	Ssiderea252933
Ssiderea252933_c0_seq3	Ssiderea252933
Ssiderea252937_c0_seq1	Ssiderea252937
Ssiderea252937_c0_seq2	Ssiderea252937
Ssiderea252937_c0_seq3	Ssiderea252937
Ssiderea252937_c0_seq4	Ssiderea252937
Ssiderea252937_c0_seq5	Ssiderea252937
Ssiderea252937_c0_seq6	Ssiderea252937
Ssiderea252937_c0_seq7	Ssiderea252937
Ssiderea252937_c0_seq8	Ssiderea252937
Ssiderea252938_c0_seq1	Ssiderea252938
Ssiderea252941_c0_seq3	Ssiderea252941
Ssiderea252945_c1_seq1	Ssiderea252945
Ssiderea252947_c0_seq18	Ssiderea252947
Ssiderea252948_c0_seq1	Ssiderea252948
Ssiderea252948_c0_seq4	Ssiderea252948
Ssiderea252951_c0_seq5	Ssiderea252951
Ssiderea252951_c0_seq6	Ssiderea252951
Ssiderea252951_c0_seq8	Ssiderea252951
Ssiderea252951_c0_seq12	Ssiderea252951
Ssiderea252951_c0_seq13	Ssiderea252951
Ssiderea252952_c0_seq1	Ssiderea252952
Ssiderea252953_c0_seq1	Ssiderea252953
Ssiderea252953_c0_seq2	Ssiderea252953
Ssiderea252954_c0_seq1	Ssiderea252954
Ssiderea252954_c0_seq2	Ssiderea252954
Ssiderea252955_c0_seq4	Ssiderea252955
Ssiderea252955_c0_seq5	Ssiderea252955
Ssiderea252955_c0_seq6	Ssiderea252955
Ssiderea252955_c0_seq7	Ssiderea252955
Ssiderea252955_c0_seq8	Ssiderea252955
Ssiderea252957_c0_seq1	Ssiderea252957
Ssiderea252958_c0_seq2	Ssiderea252958
Ssiderea252958_c0_seq3	Ssiderea252958
Ssiderea252959_c0_seq1	Ssiderea252959
Ssiderea252959_c1_seq1	Ssiderea252959
Ssiderea252960_c2_seq1	Ssiderea252960
Ssiderea252960_c2_seq2	Ssiderea252960
Ssiderea252961_c0_seq1	Ssiderea252961
Ssiderea252962_c0_seq2	Ssiderea252962
Ssiderea252962_c0_seq3	Ssiderea252962
Ssiderea252962_c0_seq5	Ssiderea252962
Ssiderea252966_c0_seq1	Ssiderea252966
Ssiderea252966_c0_seq2	Ssiderea252966
Ssiderea252966_c0_seq3	Ssiderea252966
Ssiderea252968_c0_seq1	Ssiderea252968
Ssiderea252968_c0_seq2	Ssiderea252968
Ssiderea252968_c0_seq3	Ssiderea252968
Ssiderea252968_c0_seq7	Ssiderea252968
Ssiderea252968_c0_seq8	Ssiderea252968
Ssiderea252973_c0_seq1	Ssiderea252973
Ssiderea252973_c0_seq2	Ssiderea252973
Ssiderea252973_c0_seq3	Ssiderea252973
Ssiderea252975_c0_seq1	Ssiderea252975
Ssiderea252976_c1_seq2	Ssiderea252976
Ssiderea252976_c1_seq5	Ssiderea252976
Ssiderea252976_c1_seq10	Ssiderea252976
Ssiderea252985_c0_seq1	Ssiderea252985
Ssiderea252985_c0_seq2	Ssiderea252985
Ssiderea252985_c0_seq4	Ssiderea252985
Ssiderea252985_c0_seq5	Ssiderea252985
Ssiderea252989_c0_seq1	Ssiderea252989
Ssiderea252989_c0_seq2	Ssiderea252989
Ssiderea252990_c0_seq1	Ssiderea252990
Ssiderea252990_c0_seq2	Ssiderea252990
Ssiderea252990_c0_seq3	Ssiderea252990
Ssiderea252990_c0_seq4	Ssiderea252990
Ssiderea252991_c0_seq1	Ssiderea252991
Ssiderea252992_c1_seq2	Ssiderea252992
Ssiderea252993_c0_seq1	Ssiderea252993
Ssiderea252996_c1_seq1	Ssiderea252996
Ssiderea252996_c1_seq2	Ssiderea252996
Ssiderea252996_c1_seq3	Ssiderea252996
Ssiderea252996_c1_seq4	Ssiderea252996
Ssiderea252996_c1_seq5	Ssiderea252996
Ssiderea252996_c1_seq6	Ssiderea252996
Ssiderea252996_c1_seq7	Ssiderea252996
Ssiderea252996_c1_seq8	Ssiderea252996
Ssiderea252996_c1_seq9	Ssiderea252996
Ssiderea252996_c1_seq10	Ssiderea252996
Ssiderea252996_c1_seq11	Ssiderea252996
Ssiderea252996_c1_seq12	Ssiderea252996
Ssiderea252996_c1_seq14	Ssiderea252996
Ssiderea253000_c0_seq7	Ssiderea253000
Ssiderea253003_c0_seq1	Ssiderea253003
Ssiderea253005_c0_seq2	Ssiderea253005
Ssiderea253005_c0_seq3	Ssiderea253005
Ssiderea253005_c0_seq9	Ssiderea253005
Ssiderea253005_c0_seq14	Ssiderea253005
Ssiderea253009_c0_seq1	Ssiderea253009
Ssiderea253009_c0_seq2	Ssiderea253009
Ssiderea253020_c0_seq1	Ssiderea253020
Ssiderea253020_c0_seq2	Ssiderea253020
Ssiderea253020_c0_seq3	Ssiderea253020
Ssiderea253021_c0_seq1	Ssiderea253021
Ssiderea253022_c0_seq1	Ssiderea253022
Ssiderea253022_c0_seq2	Ssiderea253022
Ssiderea253022_c0_seq3	Ssiderea253022
Ssiderea253022_c0_seq4	Ssiderea253022
Ssiderea253023_c1_seq1	Ssiderea253023
Ssiderea253023_c1_seq2	Ssiderea253023
Ssiderea253025_c0_seq1	Ssiderea253025
Ssiderea253025_c0_seq2	Ssiderea253025
Ssiderea253025_c0_seq3	Ssiderea253025
Ssiderea253026_c0_seq1	Ssiderea253026
Ssiderea253027_c2_seq1	Ssiderea253027
Ssiderea253029_c0_seq1	Ssiderea253029
Ssiderea253032_c0_seq1	Ssiderea253032
Ssiderea253034_c0_seq1	Ssiderea253034
Ssiderea253036_c0_seq1	Ssiderea253036
Ssiderea253036_c0_seq2	Ssiderea253036
Ssiderea253037_c0_seq1	Ssiderea253037
Ssiderea253037_c0_seq2	Ssiderea253037
Ssiderea253037_c0_seq4	Ssiderea253037
Ssiderea253037_c0_seq5	Ssiderea253037
Ssiderea253037_c0_seq6	Ssiderea253037
Ssiderea253037_c0_seq7	Ssiderea253037
Ssiderea253037_c0_seq8	Ssiderea253037
Ssiderea253040_c0_seq4	Ssiderea253040
Ssiderea253040_c0_seq14	Ssiderea253040
Ssiderea253040_c0_seq19	Ssiderea253040
Ssiderea253040_c0_seq24	Ssiderea253040
Ssiderea253041_c0_seq1	Ssiderea253041
Ssiderea253041_c0_seq2	Ssiderea253041
Ssiderea253041_c0_seq3	Ssiderea253041
Ssiderea253041_c0_seq4	Ssiderea253041
Ssiderea253044_c0_seq1	Ssiderea253044
Ssiderea253044_c0_seq2	Ssiderea253044
Ssiderea253046_c0_seq1	Ssiderea253046
Ssiderea253053_c0_seq1	Ssiderea253053
Ssiderea253055_c0_seq1	Ssiderea253055
Ssiderea253055_c0_seq2	Ssiderea253055
Ssiderea253059_c0_seq1	Ssiderea253059
Ssiderea253059_c0_seq2	Ssiderea253059
Ssiderea253060_c0_seq1	Ssiderea253060
Ssiderea253060_c0_seq2	Ssiderea253060
Ssiderea253062_c0_seq1	Ssiderea253062
Ssiderea253062_c0_seq3	Ssiderea253062
Ssiderea253063_c0_seq1	Ssiderea253063
Ssiderea253063_c0_seq2	Ssiderea253063
Ssiderea253064_c0_seq1	Ssiderea253064
Ssiderea253064_c0_seq3	Ssiderea253064
Ssiderea253064_c0_seq4	Ssiderea253064
Ssiderea253064_c0_seq6	Ssiderea253064
Ssiderea253064_c0_seq7	Ssiderea253064
Ssiderea253064_c0_seq9	Ssiderea253064
Ssiderea253066_c0_seq1	Ssiderea253066
Ssiderea253066_c0_seq2	Ssiderea253066
Ssiderea253066_c0_seq3	Ssiderea253066
Ssiderea253066_c0_seq5	Ssiderea253066
Ssiderea253066_c0_seq6	Ssiderea253066
Ssiderea253066_c0_seq7	Ssiderea253066
Ssiderea253066_c0_seq8	Ssiderea253066
Ssiderea253066_c0_seq9	Ssiderea253066
Ssiderea253066_c0_seq10	Ssiderea253066
Ssiderea253067_c0_seq1	Ssiderea253067
Ssiderea253068_c0_seq1	Ssiderea253068
Ssiderea253068_c0_seq2	Ssiderea253068
Ssiderea253068_c0_seq3	Ssiderea253068
Ssiderea253068_c0_seq4	Ssiderea253068
Ssiderea253074_c0_seq1	Ssiderea253074
Ssiderea253074_c0_seq2	Ssiderea253074
Ssiderea253074_c0_seq3	Ssiderea253074
Ssiderea253074_c0_seq4	Ssiderea253074
Ssiderea253074_c0_seq5	Ssiderea253074
Ssiderea253074_c0_seq6	Ssiderea253074
Ssiderea253074_c0_seq7	Ssiderea253074
Ssiderea253074_c0_seq8	Ssiderea253074
Ssiderea253074_c0_seq9	Ssiderea253074
Ssiderea253074_c1_seq1	Ssiderea253074
Ssiderea253076_c0_seq1	Ssiderea253076
Ssiderea253078_c0_seq1	Ssiderea253078
Ssiderea253078_c0_seq2	Ssiderea253078
Ssiderea253078_c0_seq3	Ssiderea253078
Ssiderea253079_c0_seq1	Ssiderea253079
Ssiderea253079_c0_seq4	Ssiderea253079
Ssiderea253083_c0_seq1	Ssiderea253083
Ssiderea253083_c0_seq2	Ssiderea253083
Ssiderea253083_c0_seq3	Ssiderea253083
Ssiderea253083_c0_seq4	Ssiderea253083
Ssiderea253083_c0_seq5	Ssiderea253083
Ssiderea253083_c0_seq6	Ssiderea253083
Ssiderea253083_c0_seq7	Ssiderea253083
Ssiderea253083_c0_seq8	Ssiderea253083
Ssiderea253083_c0_seq9	Ssiderea253083
Ssiderea253083_c0_seq10	Ssiderea253083
Ssiderea253083_c0_seq11	Ssiderea253083
Ssiderea253083_c0_seq12	Ssiderea253083
Ssiderea253083_c0_seq13	Ssiderea253083
Ssiderea253083_c0_seq14	Ssiderea253083
Ssiderea253083_c0_seq15	Ssiderea253083
Ssiderea253083_c0_seq16	Ssiderea253083
Ssiderea253083_c0_seq17	Ssiderea253083
Ssiderea253083_c0_seq18	Ssiderea253083
Ssiderea253083_c0_seq19	Ssiderea253083
Ssiderea253083_c0_seq20	Ssiderea253083
Ssiderea253083_c0_seq21	Ssiderea253083
Ssiderea253083_c0_seq22	Ssiderea253083
Ssiderea253083_c0_seq23	Ssiderea253083
Ssiderea253083_c0_seq24	Ssiderea253083
Ssiderea253088_c0_seq3	Ssiderea253088
Ssiderea253088_c0_seq9	Ssiderea253088
Ssiderea253089_c0_seq1	Ssiderea253089
Ssiderea253089_c0_seq2	Ssiderea253089
Ssiderea253090_c0_seq3	Ssiderea253090
Ssiderea253090_c1_seq1	Ssiderea253090
Ssiderea253090_c1_seq2	Ssiderea253090
Ssiderea253090_c1_seq3	Ssiderea253090
Ssiderea253090_c1_seq4	Ssiderea253090
Ssiderea253090_c1_seq5	Ssiderea253090
Ssiderea253090_c1_seq6	Ssiderea253090
Ssiderea253090_c1_seq7	Ssiderea253090
Ssiderea253090_c1_seq8	Ssiderea253090
Ssiderea253090_c1_seq9	Ssiderea253090
Ssiderea253091_c0_seq1	Ssiderea253091
Ssiderea253091_c0_seq2	Ssiderea253091
Ssiderea253091_c0_seq3	Ssiderea253091
Ssiderea253091_c0_seq4	Ssiderea253091
Ssiderea253091_c0_seq5	Ssiderea253091
Ssiderea253091_c0_seq6	Ssiderea253091
Ssiderea253091_c0_seq7	Ssiderea253091
Ssiderea253091_c0_seq8	Ssiderea253091
Ssiderea253091_c0_seq9	Ssiderea253091
Ssiderea253091_c0_seq10	Ssiderea253091
Ssiderea253091_c0_seq11	Ssiderea253091
Ssiderea253091_c0_seq12	Ssiderea253091
Ssiderea253091_c0_seq13	Ssiderea253091
Ssiderea253091_c0_seq14	Ssiderea253091
Ssiderea253091_c0_seq15	Ssiderea253091
Ssiderea253091_c0_seq16	Ssiderea253091
Ssiderea253092_c0_seq1	Ssiderea253092
Ssiderea253093_c0_seq4	Ssiderea253093
Ssiderea253093_c0_seq5	Ssiderea253093
Ssiderea253093_c0_seq6	Ssiderea253093
Ssiderea253094_c0_seq1	Ssiderea253094
Ssiderea253095_c0_seq1	Ssiderea253095
Ssiderea253096_c0_seq1	Ssiderea253096
Ssiderea253096_c0_seq2	Ssiderea253096
Ssiderea253098_c0_seq1	Ssiderea253098
Ssiderea253098_c0_seq2	Ssiderea253098
Ssiderea253098_c0_seq3	Ssiderea253098
Ssiderea253100_c0_seq3	Ssiderea253100
Ssiderea253100_c0_seq4	Ssiderea253100
Ssiderea253100_c0_seq5	Ssiderea253100
Ssiderea253100_c0_seq12	Ssiderea253100
Ssiderea253100_c0_seq13	Ssiderea253100
Ssiderea253105_c0_seq1	Ssiderea253105
Ssiderea253105_c0_seq2	Ssiderea253105
Ssiderea253105_c0_seq4	Ssiderea253105
Ssiderea253105_c0_seq5	Ssiderea253105
Ssiderea253106_c1_seq2	Ssiderea253106
Ssiderea253106_c1_seq3	Ssiderea253106
Ssiderea253106_c1_seq4	Ssiderea253106
Ssiderea253106_c1_seq5	Ssiderea253106
Ssiderea253106_c1_seq6	Ssiderea253106
Ssiderea253106_c1_seq9	Ssiderea253106
Ssiderea253106_c1_seq14	Ssiderea253106
Ssiderea253106_c1_seq16	Ssiderea253106
Ssiderea253107_c0_seq1	Ssiderea253107
Ssiderea253107_c0_seq2	Ssiderea253107
Ssiderea253108_c0_seq1	Ssiderea253108
Ssiderea253108_c0_seq2	Ssiderea253108
Ssiderea253111_c0_seq3	Ssiderea253111
